F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,CLASS
-0.5556937981746539,-0.8482578577147615,0.1321804218671061,-4.061760486601638,1.6613944054758827,2.2199884784760333,0.36053652346418674,2.5371155817640565,-0.6135876665983131,2.0781438503397403,0.12826978210032375,-2.4922344624512363,0.8089074249952135,-1.078887329391716,3.4381608260087244,2.372121985564253,1.8999343604898076,2.372121985564253,2.219416121949986,0.1321804218671061,2
0.29319281845391926,-2.6289778692880517,-1.1544067542573337,0.5388275411143223,-0.16985655151709045,3.487573558158506,0.4433970819418386,-0.006409819250732751,-0.12577835030840626,1.223668606672269,0.23950794104369563,-1.7238416623528305,1.7728358938982476,0.4673867396309598,-1.5018508308301999,-3.5992209818219907,-0.9685313740082334,-3.5992209818219907,1.1277759692226172,-1.1544067542573337,0
-2.078656072080326,-0.834492069086247,1.2414610273314572,1.0101223746500994,-1.6385264768451542,0.24737789429961413,-1.8873896305015334,-1.3313683741628488,-2.1590862670599407,0.0027875795926243247,-0.3973599667057055,-1.6862782304743313,-1.0474095354341264,-1.1332989300011762,-1.9539275565709573,-1.1496843996302628,1.111692325662662,-1.1496843996302628,0.13418351657652408,1.2414610273314572,1
-1.294256035421874,-2.804065117555996,-1.3353971926973374,-1.351378671297726,-0.3271365227731884,1.1992188546710238,0.262457568224284,0.8251196490875419,-0.6388831281327645,1.6607319954129252,-2.0451881951903577,4.437569712586704,-0.09341347729409227,2.6373452387883027,-2.4157035996905334,-4.679001905977659,0.5113140910316929,-4.679001905977659,0.805570767256148,-1.3353971926973374,0
-0.5256105023997832,0.024948037919494848,1.609360661049011,-0.24842511398819947,1.5331881186732503,0.5808617655242004,0.049770915417894745,-0.4302699159113441,-0.7142638131399822,-0.18686698803665083,0.5720039021482887,0.40480260129810985,-0.7333680208320092,1.2883838175525657,-1.6465426771445797,-1.0209889706196658,0.6585835617167196,-1.0209889706196658,1.412791529601723,1.609360661049011,1
0.2783928051539693,0.4506854971132478,4.203598297525309,-2.894583777867716,0.7990072848979428,-5.630592865841876,-0.005898094509678042,0.12859668562635945,-0.22861565645128926,-0.8368834742641028,-3.288158534909992,3.374164682202658,-1.9383843467375184,1.3147359251262625,0.9929679374016487,1.917413666136417,0.48672742279042264,1.917413666136417,0.7986511884933771,4.203598297525309,1
-0.42904528370639344,0.34136068856767665,-3.200119089792141,1.92116429196827,0.2760114496378594,4.312958848368467,0.5996331239082489,-0.2793453649596078,-1.122793830175681,-0.8129078166617479,5.819423539679621,-3.975504156125196,-0.1742979193813471,-1.9942873279366249,-0.06882677510602125,-0.6113326037594341,0.31722847625652484,-0.6113326037594341,-1.304219891680044,-3.200119089792141,3
0.7955898226880301,1.209515843399371,-3.1103469792763616,0.22897159351304058,1.743275812012906,11.638345295709154,-3.6509265819972505,-0.7570919046041191,-0.3919590965845545,-1.5957531588967573,6.380725647521029,-4.1057565460619925,1.3427406935939032,1.438786334005396,-2.0404323009466845,-0.2325411556698399,0.44425020782079927,-0.2325411556698399,2.067910243932536,-3.1103469792763616,3
1.0377085640089094,0.10658030826094,0.7199816876163057,0.36293804020622034,0.5477099903570084,-1.5352091941734518,1.273592071091609,-0.5043974024627593,-0.4969481251816904,1.4992486438201222,2.5197046070374,-0.39838424785684456,-0.3656985848871753,-0.9547616611577954,-0.1393978891473472,-2.2952756093734785,0.10782606160911401,-2.2952756093734785,-1.3838644245707759,0.7199816876163057,3
2.9707251914670074,-2.2248973896581017,1.151259875678777,-1.9228634032490173,-3.978924253073625,-4.523627510277218,0.3142313534894524,2.604602447311777,-1.3577365757592985,-0.13283844508319076,-9.907246714618308,5.4847033256239905,-2.987922924817759,4.78055852061539,-0.8587177316121968,0.8869569829176787,-2.266018132417308,0.8869569829176787,-0.9841907835060663,1.151259875678777,0
-1.211320787046201,-0.32570031052601744,1.3456658040300784,-2.203630779235342,0.09187803836392272,-4.162786101528368,0.8225589835017333,-0.8174272651150174,-0.4997627749789037,1.7405381008017908,0.24707213255106866,3.408854238692218,-1.692535833079965,2.577782066965134,1.2058093909823828,0.05227199073113886,3.13244732801803,0.05227199073113886,-1.5858617901527652,1.3456658040300784,3
0.27861188167988815,-0.08834663355576439,-0.3133605497194204,-0.30627402726461267,-1.004213784006929,-2.5365762345891754,-0.7886319268982719,-1.2308477760205812,1.4959704580831588,0.8479105822704621,-0.31576188093088664,3.5802212598876593,-1.0088459353688566,0.8255846299375518,-0.27844030474431913,-0.5534222090498696,-0.3351567577964983,-0.5534222090498696,0.7153569919488245,-0.3133605497194204,0
-0.7511420612645734,0.1365918388472579,0.3485420771479155,2.7052509811055447,-2.0728969056539635,-2.443953743601584,1.2796508980103745,2.161975879117291,0.09769056191578991,-1.2504088114147207,-5.011835699986389,-0.7318484993108447,0.18325982620212922,-2.931951365912745,-0.9990080450598018,-0.45107770139803177,-0.40666180158058257,-0.45107770139803177,0.9514501554423057,0.3485420771479155,2
0.13706300622774503,-4.674338464861595,2.325727901331988,-5.65311404759453,-0.22050172593891076,1.4978438184201497,-0.027414801387272647,1.6514908672910726,-0.15731773271619742,-0.6548598981992518,-3.2982780964428593,-4.480250836666009,1.1357457906206805,1.0604511164109813,3.751161230026168,1.9935078944686468,0.08145791066511186,1.9935078944686468,1.5404153973653505,2.325727901331988,0
1.1611307425618045,-4.580421460929872,1.69702798967129,2.7073344709830396,0.37614816220701663,-6.134288891120966,3.5439625290553893,1.0502312499080682,-0.04007108765741384,-0.7990061164119244,-10.47348611018025,2.0628450659203157,-0.8091715562222217,-4.306991342798481,-2.091628448928634,1.2819326777231654,-0.09068965768676862,1.2819326777231654,1.3626234935460806,1.69702798967129,3
,-0.013311411317951882,-2.533598920799715,-1.8201791457099188,-2.9293009746896903,4.527450152836122,-2.8420848530305465,1.190734399281812,1.5625713853144487,-1.5882682309390166,2.648168784457946,-1.0730474867086277,-1.013344364087803,0.4530595777737564,-0.15490666846243595,-2.261080967982272,-0.2178643617853401,-2.261080967982272,1.4721329290986687,-2.533598920799715,0
-0.385497927255039,-2.0434481651715237,1.8611718701595215,1.1724475636774652,-1.127937032734828,-6.8826199955798595,2.8269676716123007,-0.20271840560054344,0.64649084483607,-0.3197332840211933,-2.561090355402182,0.6066449242431977,-1.1023472671933496,-3.1756635442165986,0.13796878795307166,-1.8913566942190627,-1.1828123612849868,-1.8913566942190627,0.36122910008169073,1.8611718701595215,3
-1.9508529125569074,-0.1993462165776797,-1.4727257456981326,-0.98190242358347,-0.8375258317906507,2.943794518673026,-1.1611780936661038,1.0207397816684805,-2.0941148230624664,0.930462862174489,2.2959175716144,-0.44521643061559646,-1.8901271151020111,-0.5694601059131823,-1.0125530135267853,-1.7801504901986898,0.6590785214279969,-1.7801504901986898,-0.6168808331795935,-1.4727257456981326,0
-1.2224515349189493,-2.4991228401467485,0.710777380417603,4.881115959387949,-2.8538893164532095,-15.747404350001633,7.222490996313946,1.177829149858992,-1.957613105678616,1.7505875927785408,-13.09551623877821,6.559123357845128,-3.2541254225497145,-2.149206613614869,0.7233266623044623,4.776677105255069,-1.1830683032205278,4.776677105255069,-0.8939641584186955,0.710777380417603,1
-0.0758487556471689,-3.5049272138923833,-0.37757693287514915,5.237862426798401,-2.6114134464549363,-6.616505914338281,2.5814195848074073,-0.8351074635893088,0.39208396607324236,-0.38834580634426474,-10.76175035292913,2.1896959392130197,1.7811983522195844,-2.2975918831151896,-1.1319143671761318,1.937017666719302,-0.3683047592678221,1.937017666719302,1.5129703528940501,-0.37757693287514915,1
0.7484268363813191,2.464820358989251,-3.5091411634671252,-3.45842184353196,2.37818943590761,7.689420899376092,-1.2766682435787344,1.0931301645722622,-2.4805831985337004,-0.6680664993246244,11.570066151082836,-3.4675756299920377,-0.8361574317182083,-0.9765771594631721,2.5113921615957744,-0.4563269902055299,0.10169742972685587,-0.4563269902055299,-1.362579427143414,-3.5091411634671252,2
-1.0046671985943147,-0.301187196468372,2.774961313984943,-4.150051328945094,3.3482818561170427,-3.257135782743694,0.8981689914653539,-1.4814624435259387,-1.7015495208638922,-1.084249776830629,3.02795125440358,2.8947380345402514,-0.699150965939403,2.028759866540268,2.0326343642106246,-0.21363111954489933,-0.32200127316778937,-0.21363111954489933,0.04646202774696879,2.774961313984943,0
-1.638851633210716,-1.5869052787779176,-2.0706718511333997,-1.0233134698344646,-0.18684942588452264,6.243312959329521,-2.2455761161351613,1.5983627471139423,-0.14250362480506354,-0.39236628645223043,-1.5152656731365353,-1.2889829874634535,4.226996414116936,-1.3616021129421991,-0.6217742827613745,-2.952376363070935,-0.44296873933567205,-2.952376363070935,-1.0374739824233963,-2.0706718511333997,3
0.4117025406268589,0.781711965444853,2.642755809289065,1.5749143560662788,-1.4489623137342507,-3.420006592177438,1.1776219986156402,2.985541538229204,-0.21150246752537838,0.5822058944956394,-7.616220220694978,0.7006102429448551,-0.7951689414197003,-0.6114954555534589,-1.634985386154692,0.585475066915186,-0.4206590136750742,0.585475066915186,-0.21541902811816738,2.642755809289065,3
-0.7823866913399052,1.90965232180326,0.26102188097095314,0.8480922873271511,1.7485688647899016,-2.072636297260329,0.7192588224359557,-0.965480927632846,-1.88210565301726,-2.0737614924049503,2.6797619144392444,2.8719829007396496,-2.0636241202630043,-0.09763575856831597,-1.113973461038906,-0.20937568011188767,-0.308771277846387,-0.20937568011188767,-0.6587221612727688,0.26102188097095314,0
-1.5980075072742608,-2.167345048036802,-0.6370104524948772,-1.6187711414954418,-0.7421697513606595,2.9721331182763957,0.22041637379955692,2.092047172258743,-0.39609521459966246,0.9446128284670042,0.011304066128124143,-2.125279225954999,-0.946549811006682,-0.5535891194134321,-0.4889906826931665,-2.141061492562179,-0.7915135480403696,-2.141061492562179,-0.8383609971567961,-0.6370104524948772,0
-1.177312471617493,1.8935390180775178,-0.7078475704510331,2.545855739896877,-0.1798689224879605,-0.16369500475732784,-1.008692471495339,-2.0667171041420094,1.2285863023340082,-0.21742577931311985,2.8198060750101255,0.2891296757683833,-1.0649824449933165,-0.7495931789684764,-1.3790331166788288,0.37282923812772206,-0.19766975542082177,0.37282923812772206,-0.5572967727591286,-0.7078475704510331,0
0.33795521903899,-0.8553211478460903,0.5012056899943917,0.5482286837080665,-0.4197464115378082,-3.1367532957710473,1.4913777404503765,-0.5884637531387635,-1.6010190514919587,0.2287539125408035,-1.6747163219046828,-0.6742296707511579,1.6062950715978945,-0.7250151293287072,2.0000037301649227,1.1467941740683432,1.0730498502559118,1.1467941740683432,1.514166620822672,0.5012056899943917,2
-0.5186681224988329,2.4661607380379422,0.25532295785964,-3.188583193781418,1.017773842267519,-4.210767134780748,-0.3239359980470896,-1.8729894837343568,-1.5987850864394895,-0.3207110616411334,6.375849766324574,3.2555923214008975,-2.7795305667481176,0.7684127037013704,3.417447534937954,1.7917122770460567,-0.2972189922704076,1.7917122770460567,0.7275715363406701,0.25532295785964,0
